"","X","participant","ProlificParticipantID","font","crowdingDistance_Left","crowdingDistance_Right","questSD_Left","questSD_Right","CMFRT","CMMNT","readingSpeedMeanWPM","questMeanAtEndOfTrialsLoop","rsvpQuestSD","rsvpReadingSpeed","BTY","CMFRTOR","readingCorpus","readingPC","STAB_1","STAB_2","STAB_3","COMP_1","COMP_2","COMP_3","FONTS","AGE","ART","MUSIC","USE","SIMP","DYN_1","DYN_2","DYN_3","CLIKE_1","CLIKE_2","CLIKE_3","ABT","SEX","ARTIST","MUSICIAN","BC","MIN","DLIKE_1","DLIKE_2","DLIKE_3","CBEAUT_1","CBEAUT_2","CBEAUT_3","PROF","ARTYR","MUSICYR","CHALL","BEH","DBEUT_1","DBEUT_2","DBEUT_3","EDU","GRAPH","READ","ARTCHALL","COMP","ETHN","ABST","LATIN","PRED","SYM","MOD","RAD","SONG","PROB","crowdingBlock","rsvpBlock","readingBlock","cores","deviceBrowser","deviceBrowserVersion","deviceType","deviceSystem","screenSize","timestamp","fontGroup","count_Left","count_Right","logLRCrowdingDistance","logCrowdingDistance_Right","logCrowdingDistance_Left","logBouma","condition","Subcategory","perimetricComplexity","perimetricComplexityMin","perimetricComplexityMax","perimetricComplexitySD","perimetricComplexityWCapitals","NadineCategory","HannesCategory","LauraCategory","Category","Category2","xHeightToNominal","spacingToNominal"
"1444",2077,"SunnyYellowSushi852","674fc9520d64ca724b0d8889","Georgia",NA,NA,NA,NA,6,"Easy, like a book",442.559468928637,-1.312403875,0.032778588,1231.84233465311,NA,7,"Spiders.txt",1,"7","7","5",3,5,"5",NA,NA,NA,NA,NA,NA,"1","1",2,3,4,"4",NA,NA,NA,NA,NA,NA,"4","4","4","3",4,"4",NA,NA,NA,NA,NA,"3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Chrome","131.0.0.0","desktop","Windows 10","1707,1067",2025-01-23 17:23:21.632,"B",NA,NA,NA,NA,NA,NA,"retest","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"1445",2078,"SunnyYellowSushi852","674fc9520d64ca724b0d8889","Edwardian",NA,NA,NA,NA,4,"pretty font, difficult to read quickly",NA,-1.115312376,0.033214497,782.462668454966,NA,3,"Islands.txt",0.2,"7","7","5",3,5,"5",NA,NA,NA,NA,NA,NA,"1","1",2,3,4,"4",NA,NA,NA,NA,NA,NA,"4","4","4","3",4,"4",NA,NA,NA,NA,NA,"3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Chrome","131.0.0.0","desktop","Windows 10","1707,1067",2025-01-23 17:23:21.632,"B",NA,NA,NA,NA,NA,NA,"retest","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"1446",2079,"SunnyYellowSushi852","674fc9520d64ca724b0d8889","Museo",NA,NA,NA,NA,6,"Very easy to read",371.740494156704,-1.33631648,0.03272906,1301.57060068614,NA,6,"Colours.txt",0.6,"7","7","5",3,5,"5",NA,NA,NA,NA,NA,NA,"1","1",2,3,4,"4",NA,NA,NA,NA,NA,NA,"4","4","4","3",4,"4",NA,NA,NA,NA,NA,"3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Chrome","131.0.0.0","desktop","Windows 10","1707,1067",2025-01-23 17:23:21.632,"B",NA,NA,NA,NA,NA,NA,"retest","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"1447",169,"AlertNeonPig106","675221767fb2620d5612418d","Omfug",6.165316719,4.175358986,0.046073987,0.045091565,3,"It's tedious and slow; it's hard to keep up when the font is this small and obscured.",444.533473096121,-1.060412746,0.033604797,689.547195372948,1,2,"Beaver.txt",0.6,"6","3","2",6,7,"7","Yes","61",6,7,5,6,"3","5",5,3,4,"1","Ability to read the different fonts?  Also on how to optimize cameras on computers?  It's a little hard to tell, but maybe the combination?","Female","No","No",6,5,"4","4","4","2",1,"1","I am a professor in science","0","0",5,7,"3","4","4","Graduate degree",1,7,4,5,"White/Caucasian",5,1,"I definitely struggle with the fonts that are more like cursive; I stopped using cursive in the 5th grade (most kids don't even learn it now) and so a lot of the letters look alike to me.",6,6,4,"Beautiful Day by U2 is one of my favorites; it's upbeat and happy.  I also like the alternative group James, and one of my favorites by them is Beautiful Beaches.","No, just pretty tiring!",29,41,8,12,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 20:04:30.746,"A",35,35,0.705324606282587,0.62069382088226,0.789955391682914,0.00635460194656812,"test","",10.177,7.177,12.9922,1.4949,9.8467,"Display","Display","Display","Display","Display",0.8,0.6
"1448",170,"AlertNeonPig106","675221767fb2620d5612418d","TimesNewRoman",1.635385766,1.575896059,0.051057751,0.047169307,6,"It was a little small but otherwise very clear and easy to read.",558.229042845303,-1.4282749,0.039247729,1608.51883400553,5,7,"Winter.txt",0.8,"6","3","2",6,7,"7","Yes","61",6,7,5,6,"3","5",5,3,4,"1","Ability to read the different fonts?  Also on how to optimize cameras on computers?  It's a little hard to tell, but maybe the combination?","Female","No","No",6,5,"4","4","4","2",1,"1","I am a professor in science","0","0",5,7,"3","4","4","Graduate degree",1,7,4,5,"White/Caucasian",5,1,"I definitely struggle with the fonts that are more like cursive; I stopped using cursive in the 5th grade (most kids don't even learn it now) and so a lot of the letters look alike to me.",6,6,4,"Beautiful Day by U2 is one of my favorites; it's upbeat and happy.  I also like the alternative group James, and one of my favorites by them is Beautiful Beaches.","No, just pretty tiring!",29,41,8,12,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 20:04:30.746,"A",35,35,0.205573891439854,0.197527569440727,0.213620213438982,-0.493396112896164,"test","Serif",14.878,11.78,20.9794,2.4249,19.0667,"Text","Text","Text","Text","Serif",0.4,0.38
"1449",171,"AlertNeonPig106","675221767fb2620d5612418d","Zapfino",NA,3.836008133,0.259617588,0.050235926,5,"It's not bad but not optimal either.  It takes a little longer to process the information.",297.159021540574,-1.232381113,0.033870187,1024.54812622319,5,6,"Desert.txt",0.8,"6","3","2",6,7,"7","Yes","61",6,7,5,6,"3","5",5,3,4,"1","Ability to read the different fonts?  Also on how to optimize cameras on computers?  It's a little hard to tell, but maybe the combination?","Female","No","No",6,5,"4","4","4","2",1,"1","I am a professor in science","0","0",5,7,"3","4","4","Graduate degree",1,7,4,5,"White/Caucasian",5,1,"I definitely struggle with the fonts that are more like cursive; I stopped using cursive in the 5th grade (most kids don't even learn it now) and so a lot of the letters look alike to me.",6,6,4,"Beautiful Day by U2 is one of my favorites; it's upbeat and happy.  I also like the alternative group James, and one of my favorites by them is Beautiful Beaches.","No, just pretty tiring!",29,41,8,12,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 20:04:30.746,"A",34,35,NA,0.583879519278938,NA,NA,"test","Script",58.6104,24.6088,151.4644,29.8879,48.6664,"Script","Script","Script","Script","Script",0.53,0.26
"1450",448,"BusySkyGoose480","675221767fb2620d5612418d","Omfug",3.351965822,3.324444749,0.046788563,0.049112325,4,"It's a little annoying because it's a very blocky font, and not what I am used to reading",290.011234988087,-1.138591308,0.034565225,825.548434888832,2,3,"Islands.txt",0.6,"6","6","1",5,7,"7","Yes","61",7,7,5,6,"3","6",6,3,3,"2","How the brain perceives different stimuli through the eyes.","Female","No","No",4,6,"3","4","5","3",2,"2","I teach science at a university","0","0",6,7,"2","3","5","Graduate degree",1,7,6,5,"White/Caucasian",5,1,"I like to be able to read fast; I read a lot for entertainment, so the font type is very important.",6,5,3,"Leviathan by James and Father and Son by Cat Stevens","No but it was tiring.",35,28,18,12,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 21:41:17.133,"A",35,35,0.52350935063888,0.521719119539233,0.525299581738526,-0.175460653697139,"retest","",10.177,7.177,12.9922,1.4949,9.8467,"Display","Display","Display","Display","Display",0.8,0.6
"1451",449,"BusySkyGoose480","675221767fb2620d5612418d","TimesNewRoman",2.445906375,1.060629913,0.050167331,0.04614145,7,"It was easy and simple to read.  The speed was also fine.",642.828445158698,-1.291180167,0.033053718,1173.0902288382,5,6,"Spiders.txt",1,"6","6","1",5,7,"7","Yes","61",7,7,5,6,"3","6",6,3,3,"2","How the brain perceives different stimuli through the eyes.","Female","No","No",4,6,"3","4","5","3",2,"2","I teach science at a university","0","0",6,7,"2","3","5","Graduate degree",1,7,6,5,"White/Caucasian",5,1,"I like to be able to read fast; I read a lot for entertainment, so the font type is very important.",6,5,3,"Leviathan by James and Father and Son by Cat Stevens","No but it was tiring.",35,28,18,12,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 21:41:17.133,"A",35,35,0.207001850186674,0.0255638713848839,0.388439828988463,-0.491968154149345,"retest","Serif",14.878,11.78,20.9794,2.4249,19.0667,"Text","Text","Text","Text","Serif",0.4,0.38
"1452",450,"BusySkyGoose480","675221767fb2620d5612418d","Zapfino",11.41364418,3.823347298,0.087908405,0.050036343,4,"It was kind of nice; clear enough to read but in an elegant font that slowed your pace down a bit.",276.350977255739,-1.349967487,0.03387194,1343.1321272018,7,5,"Colours.txt",0.6,"6","6","1",5,7,"7","Yes","61",7,7,5,6,"3","6",6,3,3,"2","How the brain perceives different stimuli through the eyes.","Female","No","No",4,6,"3","4","5","3",2,"2","I teach science at a university","0","0",6,7,"2","3","5","Graduate degree",1,7,6,5,"White/Caucasian",5,1,"I like to be able to read fast; I read a lot for entertainment, so the font type is very important.",6,5,3,"Leviathan by James and Father and Son by Cat Stevens","No but it was tiring.",35,28,18,12,"Chrome","131.0.0.0","desktop","Windows 10","1280,720",2025-01-14 21:41:17.133,"A",35,35,0.819934039369888,0.582443749432677,1.0574243293071,0.120964035033869,"retest","Script",58.6104,24.6088,151.4644,29.8879,48.6664,"Script","Script","Script","Script","Script",0.53,0.26
"1453",2047,"SunnyPurpleOnion747","6753d465d75dd7351fe9970e","Optimistic",0.681784353,0.580123085,0.047718171,0.047180567,4,"It was relatively easy to read, but it made me feel like I was doing school work or studying for a test. There was something a little unenjoyable about it.",345.848272946873,-0.989931953,0.032612384,586.250469303803,5,6,"Beaver.txt",0.8,"7","5","2",4,6,"5","Yes","58",7,7,6,6,"2","5",6,4,5,"2","The effect of different fonts on memory and speed of comprehension.","Male","No","Yes",2,5,"2","4","3","3",4,"2","Musician","0","53",3,5,"2","3","3","Graduate degree",3,6,5,6,"White/Caucasian",3,3,"I like usefulness and practicality, so if a font improves comprehension or reading speed, or even simply makes the reader more comfortable, I am all for that.",6,3,1,"""The First Circle"" by Pat Metheny and ""Fantasy"" by Earth, Wind and Fire","No",5,15,23,12,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-21 08:38:40.304,"E",35,35,-0.201416411134639,-0.236479852186886,-0.166352970082392,-0.900386415470658,"test","Sans Serif",16.7025,13.232,20.9032,2.1433,18.8798,"Text","Text","Text","Text","Sans Serif",0.52,0.54
"1454",2048,"SunnyPurpleOnion747","6753d465d75dd7351fe9970e","TheSans",1.017604917,0.519215638,0.047319139,0.045585615,6,"It was very pleasant and easy to read.",369.46082216376,-1.192634301,0.033158414,934.943897764979,5,6,"Winter.txt",0.6,"7","5","2",4,6,"5","Yes","58",7,7,6,6,"2","5",6,4,5,"2","The effect of different fonts on memory and speed of comprehension.","Male","No","Yes",2,5,"2","4","3","3",4,"2","Musician","0","53",3,5,"2","3","3","Graduate degree",3,6,5,6,"White/Caucasian",3,3,"I like usefulness and practicality, so if a font improves comprehension or reading speed, or even simply makes the reader more comfortable, I am all for that.",6,3,1,"""The First Circle"" by Pat Metheny and ""Fantasy"" by Earth, Wind and Fire","No",5,15,23,12,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-21 08:38:40.304,"E",35,35,-0.138536519458699,-0.284652235709166,0.00757919679176833,-0.837506523794718,"test","Sans Serif",16.4809,13.4247,20.3642,2.2871,17.9206,"Text","Text","Text","Text","Sans Serif",0.49,0.48
"1455",2049,"SunnyPurpleOnion747","6753d465d75dd7351fe9970e","Tiny",5.058037702,5.070464127,0.045771721,0.061513538,2,"It takes a lot of work and is not very pleasant.",212.874954136697,-0.826367738,0.034734742,402.271243865998,1,1,"Desert.txt",0.8,"7","5","2",4,6,"5","Yes","58",7,7,6,6,"2","5",6,4,5,"2","The effect of different fonts on memory and speed of comprehension.","Male","No","Yes",2,5,"2","4","3","3",4,"2","Musician","0","53",3,5,"2","3","3","Graduate degree",3,6,5,6,"White/Caucasian",3,3,"I like usefulness and practicality, so if a font improves comprehension or reading speed, or even simply makes the reader more comfortable, I am all for that.",6,3,1,"""The First Circle"" by Pat Metheny and ""Fantasy"" by Earth, Wind and Fire","No",5,15,23,12,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-21 08:38:40.304,"E",35,35,0.704514888337059,0.705047714475235,0.703982062198883,0.00554488400103981,"test","",15.4989,12.673,20.3853,1.784,17.1535,"Display","Display","Display","Display","Display",0.53,0.49
"1456",1501,"LoudGreenCat608","6753d465d75dd7351fe9970e","Optimistic",0.793876699,0.767650178,0.047175479,0.04932473,5,"It was pleasant and easy to read.",302.44705486033,-1.112052533,0.035452914,776.611439430677,4,3,"Islands.txt",1,"7","3","2",5,4,"4","Yes","58",7,7,6,6,"1","5",6,5,2,"2","The effect of different fonts on comprehension","Male","No","Yes",2,5,"2","2","3","3",2,"2","Musician","0","53",3,5,"2","2","3","Graduate degree",3,7,4,5,"White/Caucasian",2,3,"I am a practical, application-oriented person, so I prefer fonts that are easy to read, increase reading speed, and improve my comprehension.",4,3,1,"""You're My Home"" by Billy Joel and ""The Reach"" by Dan Fogelberg","No",29,31,28,12,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-21 09:56:42.692,"E",35,35,-0.107541794922909,-0.114836645040954,-0.100246944804864,-0.806511799258928,"retest","Sans Serif",16.7025,13.232,20.9032,2.1433,18.8798,"Text","Text","Text","Text","Sans Serif",0.52,0.54
"1457",1502,"LoudGreenCat608","6753d465d75dd7351fe9970e","TheSans",0.816299582,0.698132633,0.061288414,0.047034546,7,"It was very pleasant to read. The boldness of the font made it easy to see the words.",350.127285857046,-1.21100203,0.033725243,975.333812391502,6,5,"Spiders.txt",1,"7","3","2",5,4,"4","Yes","58",7,7,6,6,"1","5",6,5,2,"2","The effect of different fonts on comprehension","Male","No","Yes",2,5,"2","2","3","3",2,"2","Musician","0","53",3,5,"2","2","3","Graduate degree",3,7,4,5,"White/Caucasian",2,3,"I am a practical, application-oriented person, so I prefer fonts that are easy to read, increase reading speed, and improve my comprehension.",4,3,1,"""You're My Home"" by Billy Joel and ""The Reach"" by Dan Fogelberg","No",29,31,28,12,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-21 09:56:42.692,"E",35,35,-0.122106243532306,-0.156062061176257,-0.0881504258883539,-0.821076247868324,"retest","Sans Serif",16.4809,13.4247,20.3642,2.2871,17.9206,"Text","Text","Text","Text","Sans Serif",0.49,0.48
"1458",1503,"LoudGreenCat608","6753d465d75dd7351fe9970e","Tiny",3.220831109,2.750013482,0.047605488,0.0675871,1,"It was a chore, like trying to read an old, decaying manuscript or computer printout.",144.276289093614,-0.853428475,0.032535605,428.134006850315,1,1,"Colours.txt",0.6,"7","3","2",5,4,"4","Yes","58",7,7,6,6,"1","5",6,5,2,"2","The effect of different fonts on comprehension","Male","No","Yes",2,5,"2","2","3","3",2,"2","Musician","0","53",3,5,"2","2","3","Graduate degree",3,7,4,5,"White/Caucasian",2,3,"I am a practical, application-oriented person, so I prefer fonts that are easy to read, increase reading speed, and improve my comprehension.",4,3,1,"""You're My Home"" by Billy Joel and ""The Reach"" by Dan Fogelberg","No",29,31,28,12,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-21 09:56:42.692,"E",35,35,0.473651387626422,0.439334822973482,0.507967952279363,-0.225318616709597,"retest","",15.4989,12.673,20.3853,1.784,17.1535,"Display","Display","Display","Display","Display",0.53,0.49
"1459",487,"CalmGoldDeer949","6754d95f656838004bc46eed","Agoesa",3.298895991,1.404401447,0.045665566,0.063146957,1,"It is very uncomfortable and hard to read, the letters often are hard to conceptualize and differentiate between one another.",176.246919758694,-1.145432916,0.034470034,838.656594739836,2,1,"Beaver.txt",0.6,"6","5","2",5,6,"6","Yes","18",4,7,4,7,"2","3",4,5,6,"4","I think it was about how people can conceptualize and read different fonts.","Male","No","No",2,7,"2","4","2","5",6,"5","Not employed","0","0",5,6,"2","2","2","High School (including GED)",2,4,6,4,"White/Caucasian",5,1,"I prefer simplicity and minimalism, so I prefer more simple fonts.",4,4,2,"The greatest by Lana del Rey.
Ribs by Lorde.","No.",5,31,37,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-22 14:11:29.267,"G",35,35,0.332929945700318,0.147491268261123,0.518368623139512,-0.366040058635701,"test","",12.6747,10.0403,16.9394,1.9155,15.0383,"Display","Display","Display","Display","Display",0.52,0.56
"1460",488,"CalmGoldDeer949","6754d95f656838004bc46eed","LeMonde",0.3276504,0.280107573,0.045957401,0.051339955,3,"It is normal, nothing special, just feels like a basic font that I often read.",197.692411788587,-1.32637805,0.03242458,1272.12357307665,4,3,"Winter.txt",1,"6","5","2",5,6,"6","Yes","18",4,7,4,7,"2","3",4,5,6,"4","I think it was about how people can conceptualize and read different fonts.","Male","No","No",2,7,"2","4","2","5",6,"5","Not employed","0","0",5,6,"2","2","2","High School (including GED)",2,4,6,4,"White/Caucasian",5,1,"I prefer simplicity and minimalism, so I prefer more simple fonts.",4,4,2,"The greatest by Lana del Rey.
Ribs by Lorde.","No.",5,31,37,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-22 14:11:29.267,"G",35,35,-0.518632223464507,-0.55267514941402,-0.484589297514994,-1.21760222780053,"test","Serif",21.6606,16.8901,27.4514,3.1093,24.3146,"Text","Text","Text","Text","Serif",0.52,0.49
"1461",489,"CalmGoldDeer949","6754d95f656838004bc46eed","ProximaNova",0.341819151,0.282010847,0.045793737,0.045564541,5,"It is very easy and comfortable to read. The letters are very clear and simple.",202.935469820361,-1.284327613,0.033621368,1154.72578413695,3,5,"Desert.txt",1,"6","5","2",5,6,"6","Yes","18",4,7,4,7,"2","3",4,5,6,"4","I think it was about how people can conceptualize and read different fonts.","Male","No","No",2,7,"2","4","2","5",6,"5","Not employed","0","0",5,6,"2","2","2","High School (including GED)",2,4,6,4,"White/Caucasian",5,1,"I prefer simplicity and minimalism, so I prefer more simple fonts.",4,4,2,"The greatest by Lana del Rey.
Ribs by Lorde.","No.",5,31,37,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-22 14:11:29.267,"G",35,35,-0.507968897955306,-0.549734187064865,-0.466203608845748,-1.20693890229133,"test","Sans Serif",18.3678,14.212,23.1943,2.3854,19.6758,"Text","Text","Text","Text","Sans Serif",0.51,0.49
"1462",1186,"HandyBronzeApple488","6754d95f656838004bc46eed","Agoesa",1.676600707,0.416608638,0.050238124,0.046970416,2,"it's uncomfortable and difficult because it is hard to read, especially from a distance.",235.963640496924,-1.11332745,0.033830361,778.894613369982,1,2,"Islands.txt",1,"6","5","2",4,5,"5","Yes","18",4,7,4,7,"2","2",2,4,5,"3","It was about how well people can read different fonts.","Male","No","No",2,7,"2","3","2","4",6,"3","Not employed","0","0",6,6,"2","3","2","High School (including GED)",2,4,6,4,"White/Caucasian",5,1,"I prefer simplicity so it makes sense that I would prefer more simple fonts.",4,4,1,"Back to Black by Amy Winehouse
1979 by Smashing Pumpkins","No.",41,34,24,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-22 23:18:31.116,"G",35,35,-0.0779210423180981,-0.380271729595083,0.224429644958886,-0.776891046654117,"retest","",12.6747,10.0403,16.9394,1.9155,15.0383,"Display","Display","Display","Display","Display",0.52,0.56
"1463",1187,"HandyBronzeApple488","6754d95f656838004bc46eed","LeMonde",0.331578148,0.228564273,0.047269157,0.058386841,4,"it's pretty nice. it's a standard font that looks good, but maybe is a bit harder than a simpler font.",348.300143863103,-1.426752139,0.032377083,1602.88878174133,5,4,"Spiders.txt",1,"6","5","2",4,5,"5","Yes","18",4,7,4,7,"2","2",2,4,5,"3","It was about how well people can read different fonts.","Male","No","No",2,7,"2","3","2","4",6,"3","Not employed","0","0",6,6,"2","3","2","High School (including GED)",2,4,6,4,"White/Caucasian",5,1,"I prefer simplicity so it makes sense that I would prefer more simple fonts.",4,4,1,"Back to Black by Amy Winehouse
1979 by Smashing Pumpkins","No.",41,34,24,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-22 23:18:31.116,"G",35,35,-0.560202875963114,-0.64099165343134,-0.479414098494889,-1.25917288029913,"retest","Serif",21.6606,16.8901,27.4514,3.1093,24.3146,"Text","Text","Text","Text","Serif",0.52,0.49
"1464",1188,"HandyBronzeApple488","6754d95f656838004bc46eed","ProximaNova",0.299658095,0.225687576,0.047218415,0.046793587,5,"it's very easy to read because the letters are very simple and minimalistic.",190.802037178674,-1.544404704,0.032224632,2101.62852485532,3,6,"Colours.txt",1,"6","5","2",4,5,"5","Yes","18",4,7,4,7,"2","2",2,4,5,"3","It was about how well people can read different fonts.","Male","No","No",2,7,"2","3","2","4",6,"3","Not employed","0","0",6,6,"2","3","2","High School (including GED)",2,4,6,4,"White/Caucasian",5,1,"I prefer simplicity so it makes sense that I would prefer more simple fonts.",4,4,1,"Back to Black by Amy Winehouse
1979 by Smashing Pumpkins","No.",41,34,24,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-22 23:18:31.116,"G",35,35,-0.584933166853182,-0.646492347980967,-0.523373985725397,-1.2839031711892,"retest","Sans Serif",18.3678,14.212,23.1943,2.3854,19.6758,"Text","Text","Text","Text","Sans Serif",0.51,0.49
"1465",394,"BusyBlueBear656","6754e27f2604dff18a382fe1","Baskerville",0.368847929,0.313104757,0.050853314,0.046182302,5,"I thought the font was pleasant I didn't mind it at all.",272.716483438786,-1.781143491,0.155401491,NA,2,5,"Beaver.txt",1,"6","5","3",5,6,"5","Yes","36",3,6,7,7,"2","5",6,2,4,"3","How our brain and eyes react to different texts and fonts.","Male","No","No",6,7,"2","2","2","2",3,"3","Sales Manager","0","0",5,7,"2","2","2","Some college",2,5,4,3,"White/Caucasian",2,1,"Maybe the year I was born?",6,2,2,"Right now Not like us by Kendrick Lamar and AMG by Peso Pluma","No problems.",35,24,37,20,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-22 13:33:22.766,"C",33,35,-0.468731492382224,-0.504310334097692,-0.433152650666757,-1.16770149671824,"test","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"1466",395,"BusyBlueBear656","6754e27f2604dff18a382fe1","Rollerscript",3.733156593,4.911069809,0.051034217,0.056255174,3,"I didn't like that font as much it felt like something on a greeting card and my brain had to think a little more about the cursive letters.",248.32597794691,-1.609508131,0.035705619,2441.51491324928,2,3,"Winter.txt",0.6,"6","5","3",5,6,"5","Yes","36",3,6,7,7,"2","5",6,2,4,"3","How our brain and eyes react to different texts and fonts.","Male","No","No",6,7,"2","2","2","2",3,"3","Sales Manager","0","0",5,7,"2","2","2","Some college",2,5,4,3,"White/Caucasian",2,1,"Maybe the year I was born?",6,2,2,"Right now Not like us by Kendrick Lamar and AMG by Peso Pluma","No problems.",35,24,37,20,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-22 13:33:22.766,"C",31,27,0.631626157483132,0.691176107507293,0.572076207458971,-0.0673438468528866,"test","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"1467",396,"BusyBlueBear656","6754e27f2604dff18a382fe1","ScarletWood",0.385599694,0.787464937,0.047973247,0.071359502,6,"I did like that font it reminded me of the font I would choose in Microsoft Word when I was a child.",240.180874674081,-1.852859357,0.165456693,NA,2,4,"Desert.txt",0.6,"6","5","3",5,6,"5","Yes","36",3,6,7,7,"2","5",6,2,4,"3","How our brain and eyes react to different texts and fonts.","Male","No","No",6,7,"2","2","2","2",3,"3","Sales Manager","0","0",5,7,"2","2","2","Some college",2,5,4,3,"White/Caucasian",2,1,"Maybe the year I was born?",6,2,2,"Right now Not like us by Kendrick Lamar and AMG by Peso Pluma","No problems.",35,24,37,20,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-22 13:33:22.766,"C",35,32,-0.258816047050567,-0.103768774689385,-0.413863319411749,-0.957786051386586,"test","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"1468",1438,"KindSilverDove536","6754e27f2604dff18a382fe1","Baskerville",0.383135346,0.529555531,0.04836663,0.083650798,4,"I don't mind reading this font. I find it to be a normal neutral font I might find in a newspaper or a book.",290.0567143413,-1.939013196,0.147118579,NA,3,5,"Islands.txt",0.6,"5","2","3",4,5,"5","Yes","36",2,7,7,6,"3","5",5,2,2,"2","How our brain and perception processes different fonts and different images and how our eyes move to view it.","Male","No","No",5,6,"2","2","2","2",2,"2","Sales Manager","0","0",5,7,"2","2","2","Some college",3,5,5,5,"White/Caucasian",2,1,"Maybe the year I was born or what fonts I'm used to seeing.",5,2,4,"They not like us by Kendrick Lamar, and AMG by Peso Pluma","No problems everything worked",29,14,31,20,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-23 17:01:37.813,"C",34,32,-0.346368136034995,-0.276088491567176,-0.416647780502814,-1.04533814037101,"retest","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"1469",1439,"KindSilverDove536","6754e27f2604dff18a382fe1","Rollerscript",3.601483319,1.991044023,0.047939007,0.048860813,2,"I am not a huge fan of that font because I find it somewhat distracting and sometimes confusing.",284.477573942267,-1.90599492,0.158101791,NA,1,3,"Spiders.txt",1,"5","2","3",4,5,"5","Yes","36",2,7,7,6,"3","5",5,2,2,"2","How our brain and perception processes different fonts and different images and how our eyes move to view it.","Male","No","No",5,6,"2","2","2","2",2,"2","Sales Manager","0","0",5,7,"2","2","2","Some college",3,5,5,5,"White/Caucasian",2,1,"Maybe the year I was born or what fonts I'm used to seeing.",5,2,4,"They not like us by Kendrick Lamar, and AMG by Peso Pluma","No problems everything worked",29,14,31,20,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-23 17:01:37.813,"C",34,32,0.427781135100382,0.29908086260632,0.556481407594444,-0.271188869235637,"retest","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
